state,disease,cases,deaths,start_date,report_date,status,year,month,week,district,day_of_week,is_weekend,cases_lag_1,cases_lag_2,cases_lag_3,cases_rolling_mean_3,cases_rolling_mean_5,case_change,case_growth_rate,spike_flag,death_rate,severity_score,disease_frequency,recent_trend,disease_risk_score,top_disease,top_disease_total_cases,top_disease_total_deaths,avg_severity_score,total_spikes,is_top_disease,enhanced_disease_risk_score,disease_trend
odisha,jaundice,0.021929824561403508,0.0,2025-10-22,2025-10-22,under control,2025,10,43,kendujhar,2,0,0.0,,,0.022918258212375857,0.022918258212375857,0.3727144866385373,0.3256925477955521,0,0.0,0.02192982456140351,0.07142857142857142,-0.0009884336509723493,0.07829640429595253,undifferentiated fever,0.0392,0.0,0.027439999999999996,0,0,0.08681770755409789,Stable
tamil nadu,food poisoning,0.02412280701754386,0.0,2025-10-19,2025-10-22,under control,2025,10,43,vellore,2,0,0.0,,,0.025210084033613446,0.025210084033613446,0.3727144866385373,0.3256925477955521,0,0.0,0.024122807017543862,0.07142857142857142,-0.0010872770160695877,0.07961219376963674,undifferentiated fever,0.0536,0.0,0.00938,0,0,0.08791419878216807,Stable
west bengal,food poisoning,0.06798245614035088,0.0,2025-10-23,2025-10-23,under surveillance,2025,10,43,jalpaiguri,3,0,0.04666666666666666,,,0.05156608097784569,0.05156608097784569,0.3966244725738397,0.3513135133867057,0,0.0,0.0679824561403509,0.14285714285714285,0.016416375162505194,0.11105217636155167,food poisoning,0.036000000000000004,0.08,0.0246,0,1,0.125682502176088,Stable
west bengal,food poisoning,0.12719298245614033,0.0,2025-10-23,2025-10-24,under control,2025,10,43,cooch behar,4,0,0.0,,,0.13292589763177995,0.13292589763177995,0.3727144866385373,0.3256925477955521,0,0.0,0.12719298245614036,0.07142857142857142,-0.005732915175639619,0.14145429903279463,food poisoning,0.0464,0.0,0.032479999999999995,0,1,0.1394492865014663,Stable
chhattisgarh,leptospirosis,0.09210526315789472,0.0,2025-10-14,2025-10-24,under surveillance,2025,10,43,bastar,4,0,0.013333333333333332,,,0.05271199388846447,0.05271199388846447,0.42616033755274263,0.3834196431738375,0,0.0,0.09210526315789473,0.14285714285714285,0.03939326926943025,0.13194708652950435,leptospirosis,0.0368,0.0,0.012879999999999997,0,1,0.14416513164228628,Stable
kerala,mpox,0.0021929824561403508,0.0,2025-10-23,2025-10-24,under surveillance,2025,10,43,malappuram,4,0,0.0,,,0.0022918258212375857,0.0022918258212375857,0.3727144866385373,0.3256925477955521,0,0.0,0.002192982456140351,0.07142857142857142,-9.884336509723493e-05,0.06645429903279464,hepatitis,0.1584,0.0,0.011088,0,0,0.07694928650146632,Stable
chhattisgarh,acute diarrheal disease,0.05263157894736842,0.7142857142857143,2025-10-21,2025-10-24,under surveillance,2025,10,43,narayanpur,4,0,0.0,,,0.05500381970970206,0.05500381970970206,0.3727144866385373,0.3256925477955521,0,0.7283023099349627,0.28759398496240607,0.07142857142857142,-0.0023722407623336453,0.143709938130539,acute diarrheal disease,0.019200000000000002,0.2,0.07344,0,1,0.13741294564933598,Stable
uttar pradesh,chickenpox,0.015350877192982455,0.0,2025-10-24,2025-10-24,under surveillance,2025,10,43,amethi,4,0,0.0,,,0.0160427807486631,0.0160427807486631,0.3727144866385373,0.3256925477955521,0,0.0,0.015350877192982457,0.07142857142857142,-0.0006919035556806445,0.0743490358748999,chickenpox,0.0056,0.0,0.00392,0,1,0.08352823386988738,Stable
goa,food poisoning,0.04824561403508772,0.0,2025-10-24,2025-10-24,under control,2025,10,43,south goa,4,0,0.0,,,0.05042016806722689,0.05042016806722689,0.3727144866385373,0.3256925477955521,0,0.0,0.048245614035087724,0.07142857142857142,-0.0021745540321391754,0.09408587798016306,cholera,0.028000000000000004,0.0,0.019600000000000003,0,0,0.09997560229093999,Stable
uttar pradesh,undifferentiated fever,0.07894736842105263,0.14285714285714285,2025-10-23,2025-10-25,under surveillance,2025,10,43,farrukhabad,5,1,0.049999999999999996,,,0.05844155844155844,0.05844155844155844,0.40225035161744027,0.3573169565680041,0,0.1443012663852477,0.12593984962406019,0.14285714285714285,0.020505809979494187,0.12823030860683393,undifferentiated fever,0.0408,0.08,0.02628,0,1,0.1394145191331497,Stable
uttar pradesh,dengue,0.019736842105263157,0.0,2025-10-22,2025-10-25,under surveillance,2025,10,43,agra,5,1,0.0,,,0.02062643239113827,0.02062643239113827,0.3727144866385373,0.3256925477955521,0,0.0,0.019736842105263157,0.07142857142857142,-0.0008895902858751144,0.07698061482226831,dengue,0.0072,0.0,0.005039999999999999,0,1,0.08572121632602771,Stable
madhya pradesh,measles,0.013157894736842103,0.0,2025-10-25,2025-10-26,under surveillance,2025,10,43,sheopur,6,1,0.0,,,0.013750954927425512,0.013750954927425512,0.3727144866385373,0.3256925477955521,0,0.0,0.013157894736842106,0.07142857142857142,-0.0005930601905834096,0.07303324640121568,undifferentiated fever,0.044,0.0,0.030799999999999998,0,0,0.0824317426418172,Stable
gujarat,food poisoning,0.375,0.0,2025-10-25,2025-10-26,under control,2025,10,43,surendranagar,6,1,0.0,,,0.3919022154316272,0.3919022154316272,0.3727144866385373,0.3256925477955521,0,0.0,0.37500000000000006,0.07142857142857142,-0.016902215431627177,0.29013850955911047,food poisoning,0.1368,0.0,0.09576,0,1,0.26335279527339617,Stable
odisha,hepatitis,0.06798245614035088,0.0,2025-10-24,2025-10-27,under surveillance,2025,10,44,kandhamal,0,0,0.0,,,0.07104660045836517,0.07104660045836517,0.3727144866385373,0.3256925477955521,0,0.0,0.0679824561403509,0.07142857142857142,-0.0030641443180142863,0.10592798324332095,hepatitis,0.024800000000000003,0.0,0.01736,0,1,0.10984402334357159,Stable
sikkim,undifferentiated fever,0.008771929824561403,0.0,2025-10-27,2025-10-27,cases of fever with rash were reported from mohavir public school village mohavir phc sang sub-district/district gangtok. district rrt investigated the outbreak. active search for fever cases was done in the affected area. cases were treated symptomatically. cases were in the age group 4-10 years. all 5 blood samples collected and sent to ios kolkata tested negative for measles igm elisa. school authorities and parents were advised to isolate the symptomatic child for 7 days. community awareness and health education given by the peripheral team on hygiene maintenance and proper nutrition.,2025,10,44,east,0,0,0.029999999999999995,0.021599999999999998,0.046511627906976744,0.03055767761650114,0.033002291825821234,0.3656821378340366,0.3181270428412891,0,0.0,0.008771929824561405,0.35714285714285715,-0.021785747791939737,0.06888856646299467,acute diarrheal disease,0.228,0.04,0.0143,0,0,0.12158280205196709,Stable
tamil nadu,chickenpox,0.015350877192982455,0.0,2025-10-26,2025-10-27,under surveillance,2025,10,44,sivaganga,0,0,0.0,,,0.0160427807486631,0.0160427807486631,0.3727144866385373,0.3256925477955521,0,0.0,0.015350877192982457,0.07142857142857142,-0.0006919035556806445,0.0743490358748999,dengue,0.0224,0.0,0.00784,0,0,0.08352823386988738,Stable
tamil nadu,food poisoning,0.2850877192982456,0.0,2025-10-27,2025-10-27,under surveillance,2025,10,44,namakkal,0,0,0.0,,,0.2979373567608862,0.2979373567608862,0.3727144866385373,0.3256925477955521,0,0.0,0.28508771929824567,0.07142857142857142,-0.012849637462640562,0.2361911411380578,food poisoning,0.10400000000000001,0.0,0.0728,0,1,0.21839665492251895,Stable
madhya pradesh,food poisoning,0.05263157894736842,0.0,2025-10-26,2025-10-27,under surveillance,2025,10,44,ratlam,0,0,0.0,,,0.05500381970970206,0.05500381970970206,0.3727144866385373,0.3256925477955521,0,0.0,0.05263157894736843,0.07142857142857142,-0.0023722407623336453,0.09671745692753148,food poisoning,0.019200000000000002,0.0,0.01344,0,1,0.10216858474708035,Stable
uttar pradesh,dengue,0.028508771929824556,0.0,2025-10-27,2025-10-27,under surveillance,2025,10,44,fatehpur,0,0,0.09,0.007999999999999998,,0.03819709702062643,0.03819709702062643,0.3530239099859353,0.30480772550520924,0,0.0,0.028508771929824563,0.21428571428571427,-0.009688325090801874,0.07806680825893658,dengue,0.04,0.0,0.009333333333333334,0,1,0.10735878820881127,Stable
tamil nadu,acute diarrheal disease,0.019736842105263157,0.0,2025-10-26,2025-10-28,under control,2025,10,44,viluppuram,1,0,0.0,,,0.02062643239113827,0.02062643239113827,0.3727144866385373,0.3256925477955521,0,0.0,0.019736842105263157,0.07142857142857142,-0.0008895902858751144,0.07698061482226831,hepatitis,0.030400000000000003,0.0,0.01064,0,0,0.08572121632602771,Stable
manipur,dengue,0.03289473684210526,0.0,2025-10-28,2025-10-28,cases of fever with myalgia and fatigue were reported from village changangei sub-district patsoi district imphal west. district rrt investigated the outbreak. house to house fever survey was done. cases were treated at phc khumbong. the affected age group was 12-63 years. out of 16 blood samples collected from 03.11.2025 to 01.12.2025 2 samples tested positive for dengue 1 sample - igm elisa 1 sample - ns1 elisa. anti- larval activities and fogging was done in the affected area. community awareness and health education given by the peripheral team on vector control measures hygiene and sanitation.,2025,10,44,imphal west,1,0,0.14666666666666667,1.0,,1.0,1.0,0.33192686357243323,0.28299947957529004,0,0.0,0.03289473684210527,0.21428571428571427,-0.9671052631578947,0.07633673802032118,dengue,1.0472000000000001,0.0,0.24434666666666668,0,1,0.10519012147896778,Decreasing
odisha,acute gastroenteritis,0.09429824561403508,0.0,2025-10-28,2025-10-28,under surveillance,2025,10,44,balangir,1,0,0.0,,,0.09854851031321618,0.09854851031321618,0.3727144866385373,0.3256925477955521,0,0.0,0.09429824561403509,0.07142857142857142,-0.0042502646991811055,0.12171745692753147,food poisoning,0.1072,0.0,0.07504,0,0,0.12300191808041368,Stable
meghalaya,typhoid,0.041666666666666664,0.0,2025-10-24,2025-10-28,under surveillance,2025,10,44,south west garo hills,1,0,0.0,,,0.04354469060351413,0.04354469060351413,0.3727144866385373,0.3256925477955521,0,0.0,0.04166666666666667,0.07142857142857142,-0.0018780239368474672,0.09013850955911042,typhoid,0.0152,0.0,0.01064,0,1,0.09668612860672948,Stable
andhra pradesh,food poisoning,0.028508771929824556,0.0,2025-10-26,2025-10-28,under control,2025,10,44,chittoor,1,0,0.14666666666666667,0.007199999999999998,0.02906976744186046,0.05042016806722689,0.04297173414820473,0.32911392405063294,0.2800551300428582,0,0.0,0.028508771929824563,0.2857142857142857,-0.021911396137402336,0.07311628916646638,food poisoning,0.06,0.0,0.010499999999999999,0,1,0.11312255483062678,Stable
maharashtra,dysentery,0.23245614035087722,0.0,2025-10-27,2025-10-29,under control,2025,10,44,solapur,2,0,0.0,,,0.24293353705118412,0.24293353705118412,0.3727144866385373,0.3256925477955521,0,0.0,0.23245614035087725,0.07142857142857142,-0.010477396700306896,0.20461219376963677,dysentery,0.08480000000000001,0.0,0.05936,0,1,0.19208086544883474,Stable
maharashtra,acute diarrheal disease,0.041666666666666664,0.0,2025-10-29,2025-10-29,under surveillance,2025,10,44,sindhudurg,2,0,0.0,,,0.04354469060351413,0.04354469060351413,0.3727144866385373,0.3256925477955521,0,0.0,0.04166666666666667,0.07142857142857142,-0.0018780239368474672,0.09013850955911042,acute diarrheal disease,0.0152,0.0,0.01064,0,1,0.09668612860672948,Stable
odisha,acute gastroenteritis,0.04605263157894737,0.0,2025-10-29,2025-10-29,under surveillance,2025,10,44,cuttack,2,0,0.0,,,0.04812834224598931,0.04812834224598931,0.3727144866385373,0.3256925477955521,0,0.0,0.04605263157894738,0.07142857142857142,-0.002075710667041937,0.09277008850647885,hepatitis,0.0896,0.0,0.01568,0,0,0.09887911106286983,Stable
kerala,hepatitis,0.13596491228070173,0.0,2025-10-29,2025-10-30,under surveillance,2025,10,44,kasaragod,3,0,0.0,,,0.1420932009167303,0.1420932009167303,0.3727144866385373,0.3256925477955521,0,0.0,0.13596491228070176,0.07142857142857142,-0.006128288636028573,0.14671745692753146,food poisoning,0.07600000000000001,0.0,0.026600000000000002,0,0,0.143835251413747,Stable
bihar,acute diarrheal disease,0.04605263157894737,0.0,2025-10-30,2025-10-30,cases of loose motion were reported from village naudiha sub-district aurangabad district aurangabad. district rrt investigated the outbreak. house to house survey was done. both children and adults were affected. medicine and ors packets were given to cases. chlorine tablets were distributed to the households.community awareness and health education given by the peripheral team on safe drinking water and food habits hygiene and sanitation.,2025,10,44,aurangabad,3,0,0.033333333333333326,0.014399999999999996,0.0813953488372093,0.037433155080213894,0.03838808250572956,0.38818565400843885,0.34232344908310575,0,0.0,0.04605263157894738,0.2857142857142857,0.008619476498733479,0.09609626876398958,acute diarrheal disease,0.0536,0.0,0.00938,0,1,0.1343481484632377,Stable
madhya pradesh,measles,0.010964912280701754,0.0,2025-10-28,2025-10-30,under surveillance,2025,10,44,singrauli,3,0,0.0,,,0.011459129106187928,0.011459129106187928,0.3727144866385373,0.3256925477955521,0,0.0,0.010964912280701756,0.07142857142857142,-0.0004942168254861747,0.07171745692753148,acute diarrheal disease,0.0152,0.0,0.01064,0,0,0.08133525141374702,Stable
bihar,typhoid,0.06578947368421054,0.0,2025-10-30,2025-10-30,under surveillance,2025,10,44,jehanabad,3,0,0.0,,,0.06875477463712758,0.06875477463712758,0.3727144866385373,0.3256925477955521,0,0.0,0.06578947368421055,0.07142857142857142,-0.002965300952917041,0.10461219376963676,acute diarrheal disease,0.188,0.0,0.1316,0,0,0.10874753211550141,Stable
maharashtra,scrub typhus,0.017543859649122806,0.14285714285714285,2025-10-26,2025-10-30,under surveillance,2025,10,44,amravati,3,0,0.0,,,0.018334606569900685,0.018334606569900685,0.3727144866385373,0.3256925477955521,0,0.14751305927776512,0.06453634085213034,0.07142857142857142,-0.0007907469207778794,0.08506332158918561,dengue,0.0152,0.0,0.01064,0,0,0.09167359727840868,Stable
maharashtra,acute diarrheal disease,0.11842105263157894,0.0,2025-10-31,2025-10-31,under surveillance,2025,10,44,palghar,4,0,0.0,,,0.12375859434682963,0.12375859434682963,0.3727144866385373,0.3256925477955521,0,0.0,0.11842105263157895,0.07142857142857142,-0.005337541715250693,0.1361911411380578,acute diarrheal disease,0.0432,0.0,0.03024,0,1,0.1350633215891856,Stable
maharashtra,malaria,0.02631578947368421,0.0,2025-10-30,2025-10-31,under surveillance,2025,10,44,dhar,4,0,0.03666666666666667,0.016,0.09302325581395351,0.032849503437738736,0.03609625668449198,0.37412095639943743,0.32720324894343744,0,0.0,0.026315789473684216,0.2857142857142857,-0.006533713964054527,0.08123012347289803,dengue,0.0528,0.0,0.01848,0,0,0.12145568738267246,Stable
maharashtra,acute diarrheal disease,0.07017543859649122,0.0,2025-10-31,2025-10-31,under surveillance,2025,10,44,bhandara,4,0,0.0,,,0.07333842627960274,0.07333842627960274,0.3727144866385373,0.3256925477955521,0,0.0,0.07017543859649124,0.07142857142857142,-0.003162987683111518,0.10724377271700516,undifferentiated fever,0.0456,0.0,0.03192,0,0,0.11094051457164175,Stable
kerala,undifferentiated fever,0.028508771929824556,0.0,2025-10-31,2025-10-31,under control,2025,10,44,ernakulam,4,0,0.0,,,0.029793735676088614,0.029793735676088614,0.3727144866385373,0.3256925477955521,0,0.0,0.028508771929824563,0.07142857142857142,-0.0012849637462640576,0.08224377271700516,acute gastroenteritis,0.6464000000000001,0.12,0.03489142857142857,0,0,0.09010718123830842,Stable
tamil nadu,scrub typhus,0.054824561403508776,0.0,2025-10-31,2025-11-01,under control,2025,11,44,viluppuram,5,1,0.0,,,0.05729564553093965,0.05729564553093965,0.3727144866385373,0.3256925477955521,0,0.0,0.05482456140350879,0.07142857142857142,-0.0024710841274308767,0.09803324640121569,hepatitis,0.030400000000000003,0.0,0.01064,0,0,0.10326507597515053,Stable
tamil nadu,food poisoning,0.028508771929824556,0.0,2025-10-30,2025-11-01,under control,2025,11,44,kanniyakumari,5,1,0.0,,,0.029793735676088614,0.029793735676088614,0.3727144866385373,0.3256925477955521,0,0.0,0.028508771929824563,0.07142857142857142,-0.0012849637462640576,0.08224377271700516,food poisoning,0.0104,0.0,0.007279999999999999,0,1,0.09010718123830842,Stable
madhya pradesh,typhoid,0.1118421052631579,0.0,2025-10-31,2025-11-01,under control,2025,11,44,neemuch,5,1,0.0,,,0.11688311688311688,0.11688311688311688,0.3727144866385373,0.3256925477955521,0,0.0,0.11184210526315791,0.07142857142857142,-0.005041011619958985,0.13224377271700516,typhoid,0.0408,0.0,0.02856,0,1,0.13177384790497507,Stable
maharashtra,dengue,0.019736842105263157,0.0,2025-11-01,2025-11-01,cases of fever were reported from village uchale sub-district: murbad district thane. district rrt investigated the outbreak. house to house fever survey was done. cases were treated at phc narivali. cases were in the age group 27-68 years. out of 10 serum samples collected and sent to civil hospital thane 6 samples tested positive for dengue 1 sample - ns1 elisa and 5 samples - rapid ns1. fogging was done in the affected area. community awareness and health education given by the peripheral team on vector control measures hygiene and sanitation.,2025,11,44,thane,5,1,0.0,,,0.02062643239113827,0.02062643239113827,0.3727144866385373,0.3256925477955521,0,0.0,0.019736842105263157,0.07142857142857142,-0.0008895902858751144,0.07698061482226831,food poisoning,0.0632,0.0,0.04424,0,0,0.08572121632602771,Stable
karnataka,chikungunya,0.08333333333333333,0.0,2025-10-31,2025-11-02,under surveillance,2025,11,44,raichur,6,1,0.0,,,0.08708938120702826,0.08708938120702826,0.3727144866385373,0.3256925477955521,0,0.0,0.08333333333333334,0.07142857142857142,-0.0037560478736949343,0.11513850955911042,dengue,0.10640000000000001,0.0,0.07448,0,0,0.1175194619400628,Stable
bihar,measles,0.0021929824561403508,0.0,2025-10-31,2025-11-03,under surveillance,2025,11,45,supaul,0,0,0.0,,,0.0022918258212375857,0.0022918258212375857,0.3727144866385373,0.3256925477955521,0,0.0,0.002192982456140351,0.07142857142857142,-9.884336509723493e-05,0.06645429903279464,measles,0.0008,0.0,0.00056,0,1,0.07694928650146632,Stable
maharashtra,dengue,0.019736842105263157,0.0,2025-10-31,2025-11-03,under surveillance,2025,11,45,jalgaon,0,0,0.15666666666666665,0.03679999999999999,,0.07792207792207792,0.07792207792207792,0.31926863572433195,0.2698793036904096,0,0.0,0.019736842105263157,0.21428571428571427,-0.058185235816814763,0.0658179660012398,food poisoning,0.1376,0.0,0.09631999999999999,0,0,0.09598713893357064,Decreasing
kerala,hand foot and mouth disease,0.021929824561403508,0.0,2025-10-30,2025-11-03,under surveillance,2025,11,45,kollam,0,0,0.0,,,0.022918258212375857,0.022918258212375857,0.3727144866385373,0.3256925477955521,0,0.0,0.02192982456140351,0.07142857142857142,-0.0009884336509723493,0.07829640429595253,mumps,0.31120000000000003,0.0,0.07261333333333334,0,0,0.08681770755409789,Stable
karnataka,food poisoning,0.1381578947368421,0.0,2025-11-03,2025-11-04,under control,2025,11,45,belgaum,1,0,0.4033333333333333,,,0.21084797555385787,0.21084797555385787,0.2911392405063291,0.2451019857575957,0,0.0,0.13815789473684212,0.14285714285714285,-0.07269008081701578,0.13191513399362442,food poisoning,0.1472,0.0,0.051519999999999996,0,1,0.13952791594851163,Decreasing
tamil nadu,acute diarrheal disease,0.041666666666666664,0.0,2025-11-03,2025-11-04,under control,2025,11,45,cuddalore,1,0,0.029999999999999995,,,0.0320855614973262,0.0320855614973262,0.3867791842475387,0.3408235577040781,0,0.0,0.04166666666666667,0.14285714285714285,0.009581105169340465,0.09316471154081561,acute diarrheal disease,0.0224,0.0,0.00784,0,1,0.11042661630272038,Stable
kerala,acute gastroenteritis,0.19736842105263158,0.0,2025-11-04,2025-11-04,cases of loose motion vomiting and abdominal pain were reported from jmmc&ri hostel sub-district/district thrissur. district rrt investigated the outbreak. cases were treated symptomatically and at ufhc paravattani. out of 5 stool samples collected and sent to jubilee mission 3 samples & niv alp 2 samples 2 samples tested positive for norovirus and 2 samples tested positive for rotavirus . out of 2 water samples collected 1 sample showed presence of coliform bacteria. control measures included superchlorination of all water sources discontinuation of water coolers strict advice to consume only boiled or ro- treated water and enhanced disinfection of hostel premises along with hygiene advisories. students were instructed on proper hand hygiene especially use of soap and water for washing of hands before eating food and after defecation.,2025,11,45,thrissur,1,0,0.0,,,0.20626432391138275,0.20626432391138275,0.3727144866385373,0.3256925477955521,0,0.0,0.1973684210526316,0.07142857142857142,-0.008895902858751165,0.1835595621906894,food poisoning,0.16960000000000003,0.0,0.03957333333333333,0,0,0.1745370057997119,Stable
andhra pradesh,acute diarrheal disease,1.0,0.0,2025-11-04,2025-11-04,under control,2025,11,45,guntur,1,0,0.033333333333333326,0.04879999999999999,0.28488372093023256,0.40259740259740256,0.33231474407944994,1.0,1.0,0,0.0,1.0,0.2857142857142857,0.5974025974025974,0.8,acute diarrheal disease,0.464,0.0,0.0812,0,1,0.7428571428571429,Increasing
gujarat,undifferentiated fever,0.04385964912280702,0.0,2025-11-03,2025-11-04,under control,2025,11,45,bhavnagar,1,0,0.0,,,0.04583651642475173,0.04583651642475173,0.3727144866385373,0.3256925477955521,0,0.0,0.04385964912280703,0.07142857142857142,-0.0019768673019447056,0.09145429903279463,undifferentiated fever,0.016000000000000004,0.0,0.011200000000000002,0,1,0.09778261983479966,Stable
andhra pradesh,undifferentiated fever,0.039473684210526314,0.0,2025-11-03,2025-11-04,under control,2025,11,45,guntur,1,0,0.0,,,0.04125286478227654,0.04125286478227654,0.3727144866385373,0.3256925477955521,0,0.0,0.039473684210526314,0.07142857142857142,-0.0017791805717502288,0.08882272008542622,acute diarrheal disease,0.464,0.0,0.0812,0,0,0.0955896373786593,Stable
maharashtra,acute diarrheal disease,0.050438596491228074,0.0,2025-11-01,2025-11-04,under control,2025,11,45,pune,1,0,0.0,,,0.05271199388846448,0.05271199388846448,0.3727144866385373,0.3256925477955521,0,0.0,0.05043859649122808,0.07142857142857142,-0.002273397397236407,0.09540166745384727,acute diarrheal disease,0.018400000000000003,0.0,0.01288,0,1,0.10107209351901017,Stable
maharashtra,chikungunya,0.021929824561403508,0.0,2025-11-03,2025-11-04,under control,2025,11,45,akola,1,0,0.029999999999999995,,,0.021772345301757066,0.021772345301757066,0.37412095639943743,0.32720564878640473,0,0.0,0.02192982456140351,0.14285714285714285,0.0001574792596464418,0.07859902449412305,chikungunya,0.0152,0.0,0.00532,0,1,0.09783461346655412,Stable
west bengal,typhoid,0.041666666666666664,0.0,2025-11-05,2025-11-05,under control,2025,11,45,jalpaiguri,2,0,0.0,,,0.04354469060351413,0.04354469060351413,0.3727144866385373,0.3256925477955521,0,0.0,0.04166666666666667,0.07142857142857142,-0.0018780239368474672,0.09013850955911042,food poisoning,0.036000000000000004,0.08,0.0246,0,0,0.09668612860672948,Stable
kerala,mumps,0.05701754385964913,0.0,2025-10-30,2025-11-05,under surveillance,2025,11,45,idukki,2,0,0.0,,,0.059587471352177235,0.059587471352177235,0.3727144866385373,0.3256925477955521,0,0.0,0.057017543859649134,0.07142857142857142,-0.002569927492528108,0.0993490358748999,food poisoning,0.1312,0.0,0.03061333333333333,0,0,0.10436156720322069,Stable
bihar,acute diarrheal disease,0.03289473684210526,0.0,2025-11-04,2025-11-05,under control,2025,11,45,banka,2,0,0.0,,,0.03437738731856379,0.03437738731856379,0.3727144866385373,0.3256925477955521,0,0.0,0.03289473684210527,0.07142857142857142,-0.0014826504764585274,0.08487535166437359,acute diarrheal disease,0.012,0.0,0.0084,0,1,0.09230016369444877,Stable
jammu and kashmir,chickenpox,0.010964912280701754,0.0,2025-11-06,2025-11-06,under surveillance,2025,11,45,pulwama,3,0,0.0,,,0.011459129106187928,0.011459129106187928,0.3727144866385373,0.3256925477955521,0,0.0,0.010964912280701756,0.07142857142857142,-0.0004942168254861747,0.07171745692753148,acute diarrheal disease,0.0072,0.0,0.005039999999999999,0,0,0.08133525141374702,Stable
jammu and kashmir,dengue,0.06578947368421054,0.0,2025-11-06,2025-11-06,under surveillance,2025,11,45,kathua,3,0,0.07666666666666667,0.02,0.05813953488372092,0.059587471352177235,0.05637891520244462,0.3825597749648383,0.3361677709160422,0,0.0,0.06578947368421055,0.5714285714285714,0.006202002332033302,0.10670723839373478,dengue,0.17920000000000003,0.0,0.01568,0,1,0.18584257673959942,Stable
madhya pradesh,chikungunya,0.1600877192982456,0.0,2025-11-06,2025-11-06,under surveillance,2025,11,45,east,3,0,0.19666666666666663,,,0.15126050420168066,0.15126050420168066,0.3924050632911393,0.34606681675259404,0,0.0,0.16008771929824564,0.14285714285714285,0.00882721509656495,0.1652659949294662,acute diarrheal disease,0.228,0.04,0.0143,0,0,0.17068579442821305,Stable
jammu and kashmir,jaundice,0.04824561403508772,0.0,2025-11-06,2025-11-06,under surveillance,2025,11,45,baramula,3,0,0.03666666666666667,,,0.037815126050420166,0.037815126050420166,0.38818565400843885,0.3423102604222909,0,0.0,0.048245614035087724,0.14285714285714285,0.010430487984667551,0.09740942050551082,hepatitis,0.076,0.04,0.0163,0,0,0.11401343053057346,Stable
tamil nadu,mumps,0.07894736842105263,0.0,2025-11-06,2025-11-06,under surveillance,2025,11,45,coimbatore,3,0,0.06333333333333332,,,0.06302521008403361,0.06302521008403361,0.3966244725738397,0.35121256395569245,0,0.0,0.07894736842105264,0.14285714285714285,0.015922158337019016,0.11761093384377008,food poisoning,0.0976,0.0,0.03416,0,0,0.13114476843023623,Stable
odisha,measles,0.09649122807017543,0.0,2025-11-06,2025-11-07,under surveillance,2025,11,45,kendrapara,4,0,0.0,,,0.10084033613445378,0.10084033613445378,0.3727144866385373,0.3256925477955521,0,0.0,0.09649122807017545,0.07142857142857142,-0.004349108064278351,0.12303324640121568,measles,0.0352,0.0,0.02464,0,1,0.12409840930848386,Stable
odisha,acute diarrheal disease,0.02631578947368421,0.0,2025-11-07,2025-11-07,under surveillance,2025,11,45,rayagada,4,0,0.04666666666666666,,,0.029793735676088614,0.029793735676088614,0.369901547116737,0.32267831654953405,0,0.0,0.026315789473684216,0.14285714285714285,-0.003477946202404405,0.08032513699411735,acute diarrheal disease,0.0208,0.0,0.00728,0,1,0.09912212947532034,Stable
karnataka,food poisoning,0.019736842105263157,0.0,2025-11-06,2025-11-07,under control,2025,11,45,shimoga,4,0,0.0,,,0.02062643239113827,0.02062643239113827,0.3727144866385373,0.3256925477955521,0,0.0,0.019736842105263157,0.07142857142857142,-0.0008895902858751144,0.07698061482226831,food poisoning,0.0072,0.0,0.005039999999999999,0,1,0.08572121632602771,Stable
west bengal,hepatitis,0.125,0.0,2025-11-06,2025-11-07,under surveillance,2025,11,45,paschim medinipur,4,0,0.0,,,0.1306340718105424,0.1306340718105424,0.3727144866385373,0.3256925477955521,0,0.0,0.125,0.07142857142857142,-0.0056340718105424015,0.14013850955911042,hepatitis,0.0456,0.0,0.03192,0,1,0.1383527952733961,Stable
tamil nadu,dengue,0.02631578947368421,0.0,2025-11-06,2025-11-08,under surveillance,2025,11,45,erode,5,1,0.0,,,0.02750190985485103,0.02750190985485103,0.3727144866385373,0.3256925477955521,0,0.0,0.026315789473684216,0.07142857142857142,-0.0011861203811668226,0.08092798324332096,chickenpox,0.0128,0.0,0.00448,0,0,0.08901069001023824,Stable
madhya pradesh,cholera,0.33771929824561403,0.0,2025-11-08,2025-11-08,under surveillance,2025,11,45,burhanpur,5,1,0.0,,,0.3529411764705882,0.3529411764705882,0.3727144866385373,0.3256925477955521,0,0.0,0.3377192982456141,0.07142857142857142,-0.015221878224974172,0.2677700885064789,cholera,0.1232,0.0,0.08624,0,1,0.24471244439620313,Stable
maharashtra,dengue,0.02412280701754386,0.0,2025-11-07,2025-11-08,under surveillance,2025,11,45,raigarh,5,1,0.026666666666666665,,,0.021772345301757066,0.021772345301757066,0.3769338959212377,0.3302354591170547,0,0.0,0.024122807017543862,0.14285714285714285,0.0023504617157867926,0.08052077603393726,malaria,0.0776,0.0,0.05432,0,0,0.09953706676075429,Stable
manipur,food poisoning,0.07236842105263158,0.0,2025-11-07,2025-11-08,under control,2025,11,45,ukhrul,5,1,0.0,,,0.07563025210084034,0.07563025210084034,0.3727144866385373,0.3256925477955521,0,0.0,0.07236842105263158,0.07142857142857142,-0.003261831048208763,0.10855956219068938,food poisoning,0.026400000000000003,0.0,0.01848,0,1,0.11203700579971193,Stable
